países;quantidade;valor;ano;opcao
Argentina;490.536;1.814.349;2015;Espumantes
Austrália;4.967;15.439;2015;Espumantes
Áustria;-;-;2015;Espumantes
Bermudas;-;-;2015;Espumantes
Bahamas;73;684;2015;Espumantes
Bélgica;-;-;2015;Espumantes
Brasil;6.383;47.936;2015;Espumantes
Bulgária;4;7;2015;Espumantes
Canada;-;-;2015;Espumantes
Chile;236.342;838.250;2015;Espumantes
Croácia;225;483;2015;Espumantes
Cuba;29;243;2015;Espumantes
Emirados Árabes Unidos;104;2.005;2015;Espumantes
Eslovênia;1.058;5.075;2015;Espumantes
Espanha;899.587;4.183.324;2015;Espumantes
Estados Unidos;18.519;85.864;2015;Espumantes
França;1.341.884;21.849.752;2015;Espumantes
Geórgia;-;-;2015;Espumantes
Granada;-;-;2015;Espumantes
Grécia;577;1.574;2015;Espumantes
Hong Kong;-;-;2015;Espumantes
Hungria;-;-;2015;Espumantes
Indonésia;-;-;2015;Espumantes
Irlanda;391;4.062;2015;Espumantes
Israel;-;-;2015;Espumantes
Itália;1.017.420;3.670.403;2015;Espumantes
Luxemburgo;-;-;2015;Espumantes
México;1.154;9.334;2015;Espumantes
Moldávia;-;-;2015;Espumantes
Nova Zelândia;135;1.684;2015;Espumantes
Países Baixos;-;-;2015;Espumantes
Panamá;-;-;2015;Espumantes
Peru;-;-;2015;Espumantes
Portugal;59.472;223.379;2015;Espumantes
Reino Unido;467;4.211;2015;Espumantes
Romênia;488;528;2015;Espumantes
Suíça;-;-;2015;Espumantes
Tunísia;-;-;2015;Espumantes
Ucrânia;-;-;2015;Espumantes
Uruguai;1.760;2.832;2015;Espumantes
Não consta na tabela;-;-;2015;Espumantes
Não declarados;-;-;2015;Espumantes
Outros;-;-;2015;Espumantes
Total;4.104.908;32.863.323;2015;Espumantes
Argélia;-;-;2015;Uvas frescas
Argentina;3.569.873;5.636.226;2015;Uvas frescas
Brasil;-;-;2015;Uvas frescas
Chile;24.254.096;36.956.724;2015;Uvas frescas
Colômbia;-;-;2015;Uvas frescas
Egito;-;-;2015;Uvas frescas
Espanha;145.066;257.656;2015;Uvas frescas
Estados Unidos;16.504;65.265;2015;Uvas frescas
Grécia;-;-;2015;Uvas frescas
Itália;1.053.083;1.856.161;2015;Uvas frescas
México;133.608;307.654;2015;Uvas frescas
Peru;2.645.931;4.885.560;2015;Uvas frescas
Paraguai;-;-;2015;Uvas frescas
Portugal;-;-;2015;Uvas frescas
Panamá;-;-;2015;Uvas frescas
Reino Unido;-;-;2015;Uvas frescas
Uruguai;-;-;2015;Uvas frescas
Venezuela;-;-;2015;Uvas frescas
Não consta na tabela;-;-;2015;Uvas frescas
Outros;-;-;2015;Uvas frescas
Total;31.818.161;49.965.246;2015;Uvas frescas
Afeganistão;125.000;179.545;2015;Uvas passas
África do Sul;1.418.063;3.278.109;2015;Uvas passas
Alemanha, República Democrática;-;-;2015;Uvas passas
Arábia Saudita;-;-;2015;Uvas passas
Argentina;20.905.602;32.341.307;2015;Uvas passas
Austrália;-;-;2015;Uvas passas
Bélgica;-;-;2015;Uvas passas
Chile;747.700;1.522.661;2015;Uvas passas
China;-;-;2015;Uvas passas
China Continental;-;-;2015;Uvas passas
Cingapura;-;-;2015;Uvas passas
Costa Rica;-;-;2015;Uvas passas
Emirados;40.000;95.856;2015;Uvas passas
Espanha;-;-;2015;Uvas passas
Estados Unidos;350.138;1.034.494;2015;Uvas passas
França;658;4.705;2015;Uvas passas
Grécia;-;-;2015;Uvas passas
Guiana Britânica;-;-;2015;Uvas passas
Índia;57.000;60.717;2015;Uvas passas
Irã;184.500;418.722;2015;Uvas passas
Itália;-;-;2015;Uvas passas
Japão;-;-;2015;Uvas passas
México;-;-;2015;Uvas passas
Países Baixos;-;-;2015;Uvas passas
Paraguai;-;-;2015;Uvas passas
Peru;-;-;2015;Uvas passas
Portugal;250;445;2015;Uvas passas
Reino Unido;25;426;2015;Uvas passas
Suécia;-;-;2015;Uvas passas
Turquia;1.006.000;1.666.760;2015;Uvas passas
Uruguai;-;-;2015;Uvas passas
Uzbequistão;-;-;2015;Uvas passas
Venezuela;-;-;2015;Uvas passas
Não consta na tabela;-;-;2015;Uvas passas
Outros;-;-;2015;Uvas passas
Total;24.834.936;40.603.747;2015;Uvas passas
Africa do Sul;13.125;13.209;2015;Suco de uva
Alemanha;6.496;46.692;2015;Suco de uva
Argentina;-;-;2015;Suco de uva
Austria;-;-;2015;Suco de uva
Canadá;-;-;2015;Suco de uva
Coreia do Sul, República;85.145;49.712;2015;Suco de uva
Coreia do Norte, República;15.651;22.621;2015;Suco de uva
Chile;23.790;29.024;2015;Suco de uva
China;-;-;2015;Suco de uva
Dinamarca;-;-;2015;Suco de uva
Espanha;-;-;2015;Suco de uva
Estados Unidos;23.578;28.765;2015;Suco de uva
França;862;2.229;2015;Suco de uva
Guiana;-;-;2015;Suco de uva
Israel;2.575;4.651;2015;Suco de uva
itália;225;771;2015;Suco de uva
Japão;-;-;2015;Suco de uva
Líbano;-;-;2015;Suco de uva
México;-;-;2015;Suco de uva
Países Baixos;-;-;2015;Suco de uva
Panamá;-;-;2015;Suco de uva
Peru;-;-;2015;Suco de uva
Portugal;-;-;2015;Suco de uva
Reino Unido;-;-;2015;Suco de uva
Taiwan;-;-;2015;Suco de uva
Turquia;5.052;3.846;2015;Suco de uva
Uruguai;-;-;2015;Suco de uva
Venezuela;-;-;2015;Suco de uva
Outros;-;-;2015;Suco de uva
Total;176.499;201.520;2015;Suco de uva
Africa do Sul;578.829;1.686.226;2016;Vinhos de mesa
Alemanha;158.386;606.333;2016;Vinhos de mesa
Argélia;0;43;2016;Vinhos de mesa
Arábia Saudita;0;43;2016;Vinhos de mesa
Argentina;14.098.009;45.214.862;2016;Vinhos de mesa
Armênia;-;-;2016;Vinhos de mesa
Austrália;498.515;1.537.834;2016;Vinhos de mesa
Áustria;1.485;7.551;2016;Vinhos de mesa
Bermudas;-;-;2016;Vinhos de mesa
Bélgica;7;1.090;2016;Vinhos de mesa
Bolívia;-;-;2016;Vinhos de mesa
Bósnia-Herzegovina;-;-;2016;Vinhos de mesa
Brasil;183;2.127;2016;Vinhos de mesa
Bulgária;17.777;55.253;2016;Vinhos de mesa
Canada;-;-;2016;Vinhos de mesa
Chile;43.400.991;123.183.079;2016;Vinhos de mesa
China;108;213;2016;Vinhos de mesa
Coreia do Sul, República;-;-;2016;Vinhos de mesa
Croácia;-;-;2016;Vinhos de mesa
Cuba;-;-;2016;Vinhos de mesa
Emirados Árabes Unidos;2.175;35.489;2016;Vinhos de mesa
Eslovênia;14.366;46.972;2016;Vinhos de mesa
Eslováquia;1.305;3.878;2016;Vinhos de mesa
Espanha;3.948.614;12.221.512;2016;Vinhos de mesa
Estados Unidos;725.420;2.924.715;2016;Vinhos de mesa
França;3.831.566;15.940.341;2016;Vinhos de mesa
Geórgia;-;-;2016;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;2016;Vinhos de mesa
Grécia;6.568;18.637;2016;Vinhos de mesa
Hong Kong;-;-;2016;Vinhos de mesa
Hungria;8.315;58.756;2016;Vinhos de mesa
Indonésia;0;43;2016;Vinhos de mesa
Irlanda;0;43;2016;Vinhos de mesa
Israel;12.548;44.277;2016;Vinhos de mesa
Itália;7.936.409;22.216.811;2016;Vinhos de mesa
Japão;-;-;2016;Vinhos de mesa
Iugoslávia;-;-;2016;Vinhos de mesa
Líbano;10.665;71.374;2016;Vinhos de mesa
Luxemburgo;0;43;2016;Vinhos de mesa
Macedônia;-;-;2016;Vinhos de mesa
Marrocos;-;-;2016;Vinhos de mesa
México;-;-;2016;Vinhos de mesa
Moldávia;-;-;2016;Vinhos de mesa
Montenegro;-;-;2016;Vinhos de mesa
Noruega;396;253;2016;Vinhos de mesa
Nova Zelândia;50.177;361.030;2016;Vinhos de mesa
Países Baixos (Holanda);0;43;2016;Vinhos de mesa
Panamá;-;-;2016;Vinhos de mesa
Peru;-;-;2016;Vinhos de mesa
Porto Rico;-;-;2016;Vinhos de mesa
Portugal;10.821.232;29.495.190;2016;Vinhos de mesa
Reino Unido;5;255;2016;Vinhos de mesa
Republica Dominicana;0;43;2016;Vinhos de mesa
Romênia;-;-;2016;Vinhos de mesa
Rússia;0;43;2016;Vinhos de mesa
San Marino;-;-;2016;Vinhos de mesa
Sérvia;-;-;2016;Vinhos de mesa
Síria;-;-;2016;Vinhos de mesa
Suazilândia;-;-;2016;Vinhos de mesa
Suíça;6;245;2016;Vinhos de mesa
Tcheca, República;-;-;2016;Vinhos de mesa
Tunísia;-;-;2016;Vinhos de mesa
Turquia;-;-;2016;Vinhos de mesa
Ucrânia;5.319;9.679;2016;Vinhos de mesa
Uruguai;2.215.692;5.099.162;2016;Vinhos de mesa
Não consta na tabela;-;-;2016;Vinhos de mesa
Não declarados;-;-;2016;Vinhos de mesa
Outros;-;-;2016;Vinhos de mesa
Total;88.345.068;260.843.488;2016;Vinhos de mesa
Africa do Sul;7.394;50.715;2016;Espumantes
Alemanha;3.420;8.275;2016;Espumantes
Argentina;358.510;1.240.249;2016;Espumantes
Austrália;19.182;32.115;2016;Espumantes
Áustria;-;-;2016;Espumantes
Bermudas;-;-;2016;Espumantes
Bahamas;60;688;2016;Espumantes
Bélgica;-;-;2016;Espumantes
Brasil;1.014;4.936;2016;Espumantes
Bulgária;-;-;2016;Espumantes
Canada;-;-;2016;Espumantes
Chile;117.678;523.242;2016;Espumantes
Croácia;-;-;2016;Espumantes
Cuba;-;-;2016;Espumantes
Emirados Árabes Unidos;2.371;38.954;2016;Espumantes
Eslovênia;2.115;9.486;2016;Espumantes
Espanha;864.154;3.249.876;2016;Espumantes
Estados Unidos;12.343;30.366;2016;Espumantes
França;1.171.383;12.017.375;2016;Espumantes
Geórgia;-;-;2016;Espumantes
Granada;-;-;2016;Espumantes
Grécia;-;-;2016;Espumantes
Hong Kong;-;-;2016;Espumantes
Hungria;1.238;5.927;2016;Espumantes
Indonésia;-;-;2016;Espumantes
Irlanda;-;-;2016;Espumantes
Israel;-;-;2016;Espumantes
Itália;1.089.617;3.467.993;2016;Espumantes
Luxemburgo;-;-;2016;Espumantes
México;-;-;2016;Espumantes
Moldávia;-;-;2016;Espumantes
Nova Zelândia;-;-;2016;Espumantes
Países Baixos;-;-;2016;Espumantes
Panamá;-;-;2016;Espumantes
Peru;-;-;2016;Espumantes
Portugal;88.448;321.629;2016;Espumantes
Reino Unido;-;-;2016;Espumantes
Romênia;-;-;2016;Espumantes
Suíça;11;711;2016;Espumantes
Tunísia;-;-;2016;Espumantes
Ucrânia;1.739;2.423;2016;Espumantes
Uruguai;7.880;42.863;2016;Espumantes
Não consta na tabela;-;-;2016;Espumantes
Não declarados;-;-;2016;Espumantes
Outros;-;-;2016;Espumantes
Total;3.748.557;21.047.823;2016;Espumantes
Argélia;-;-;2016;Uvas frescas
Argentina;3.931.377;5.771.032;2016;Uvas frescas
Brasil;-;-;2016;Uvas frescas
Chile;18.424.582;30.767.570;2016;Uvas frescas
Colômbia;-;-;2016;Uvas frescas
Egito;-;-;2016;Uvas frescas
Espanha;431.567;628.571;2016;Uvas frescas
Estados Unidos;3.522;21.093;2016;Uvas frescas
Grécia;-;-;2016;Uvas frescas
Itália;589.675;1.002.856;2016;Uvas frescas
México;-;-;2016;Uvas frescas
Peru;4.399.499;7.646.918;2016;Uvas frescas
Paraguai;-;-;2016;Uvas frescas
Portugal;-;-;2016;Uvas frescas
Panamá;-;-;2016;Uvas frescas
Reino Unido;-;-;2016;Uvas frescas
Uruguai;-;-;2016;Uvas frescas
Venezuela;-;-;2016;Uvas frescas
Não consta na tabela;-;-;2016;Uvas frescas
Outros;-;-;2016;Uvas frescas
Total;27.780.222;45.838.040;2016;Uvas frescas
Afeganistão;-;-;2016;Uvas passas
África do Sul;617.500;1.487.082;2016;Uvas passas
Alemanha, República Democrática;-;-;2016;Uvas passas
Arábia Saudita;-;-;2016;Uvas passas
Argentina;23.280.908;34.643.821;2016;Uvas passas
Austrália;-;-;2016;Uvas passas
Bélgica;-;-;2016;Uvas passas
Chile;365.670;613.554;2016;Uvas passas
China;-;-;2016;Uvas passas
China Continental;-;-;2016;Uvas passas
Cingapura;-;-;2016;Uvas passas
Costa Rica;-;-;2016;Uvas passas
Emirados;-;-;2016;Uvas passas
Espanha;-;-;2016;Uvas passas
Estados Unidos;236.134;636.045;2016;Uvas passas
França;-;-;2016;Uvas passas
Grécia;4.000;9.248;2016;Uvas passas
Guiana Britânica;-;-;2016;Uvas passas
Índia;162.000;346.815;2016;Uvas passas
Irã;493.000;1.113.453;2016;Uvas passas
Itália;-;-;2016;Uvas passas
Japão;-;-;2016;Uvas passas
México;-;-;2016;Uvas passas
Países Baixos;-;-;2016;Uvas passas
Paraguai;-;-;2016;Uvas passas
Peru;-;-;2016;Uvas passas
Portugal;-;-;2016;Uvas passas
Reino Unido;21;402;2016;Uvas passas
Suécia;-;-;2016;Uvas passas
Turquia;2.386.092;3.162.573;2016;Uvas passas
Uruguai;-;-;2016;Uvas passas
Uzbequistão;-;-;2016;Uvas passas
Venezuela;-;-;2016;Uvas passas
Não consta na tabela;-;-;2016;Uvas passas
Outros;-;-;2016;Uvas passas
Total;27.545.325;42.012.993;2016;Uvas passas
Africa do Sul;7.154;5.841;2016;Suco de uva
Alemanha;6.540;75.902;2016;Suco de uva
Argentina;59.028;80.898;2016;Suco de uva
Austria;-;-;2016;Suco de uva
Canadá;-;-;2016;Suco de uva
Coreia do Sul, República;30.022;44.524;2016;Suco de uva
Coreia do Norte, República;-;-;2016;Suco de uva
Chile;94.940;183.525;2016;Suco de uva
China;-;-;2016;Suco de uva
Dinamarca;-;-;2016;Suco de uva
Espanha;-;-;2016;Suco de uva
Estados Unidos;68.730;108.205;2016;Suco de uva
França;-;-;2016;Suco de uva
Guiana;-;-;2016;Suco de uva
Israel;1.200;1.656;2016;Suco de uva
itália;774;1.594;2016;Suco de uva
Japão;-;-;2016;Suco de uva
Líbano;-;-;2016;Suco de uva
México;-;-;2016;Suco de uva
Países Baixos;-;-;2016;Suco de uva
Panamá;-;-;2016;Suco de uva
Peru;10.238;8.908;2016;Suco de uva
Portugal;-;-;2016;Suco de uva
Reino Unido;-;-;2016;Suco de uva
Taiwan;-;-;2016;Suco de uva
Turquia;-;-;2016;Suco de uva
Uruguai;-;-;2016;Suco de uva
Venezuela;-;-;2016;Suco de uva
Outros;-;-;2016;Suco de uva
Total;278.626;511.053;2016;Suco de uva
Africa do Sul;1.138.732;3.241.298;2017;Vinhos de mesa
Alemanha;83.289;315.959;2017;Vinhos de mesa
Argélia;-;-;2017;Vinhos de mesa
Arábia Saudita;-;-;2017;Vinhos de mesa
Argentina;15.461.740;51.770.842;2017;Vinhos de mesa
Armênia;-;-;2017;Vinhos de mesa
Austrália;354.641;1.246.545;2017;Vinhos de mesa
Áustria;2.655;24.629;2017;Vinhos de mesa
Bermudas;-;-;2017;Vinhos de mesa
Bélgica;4.376;45.221;2017;Vinhos de mesa
Bolívia;-;-;2017;Vinhos de mesa
Bósnia-Herzegovina;-;-;2017;Vinhos de mesa
Brasil;845.617;260.135;2017;Vinhos de mesa
Bulgária;35.284;68.234;2017;Vinhos de mesa
Canada;-;-;2017;Vinhos de mesa
Chile;51.787.643;145.628.860;2017;Vinhos de mesa
China;1.000;613;2017;Vinhos de mesa
Coreia do Sul, República;-;-;2017;Vinhos de mesa
Croácia;-;-;2017;Vinhos de mesa
Cuba;-;-;2017;Vinhos de mesa
Emirados Árabes Unidos;-;-;2017;Vinhos de mesa
Eslovênia;-;-;2017;Vinhos de mesa
Eslováquia;21.424;64.828;2017;Vinhos de mesa
Espanha;7.240.535;19.834.451;2017;Vinhos de mesa
Estados Unidos;1.372.347;4.110.641;2017;Vinhos de mesa
França;5.921.728;25.280.255;2017;Vinhos de mesa
Geórgia;-;-;2017;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;2017;Vinhos de mesa
Grécia;40.775;139.486;2017;Vinhos de mesa
Hong Kong;-;-;2017;Vinhos de mesa
Hungria;23.813;168.353;2017;Vinhos de mesa
Indonésia;-;-;2017;Vinhos de mesa
Irlanda;-;-;2017;Vinhos de mesa
Israel;37.302;120.463;2017;Vinhos de mesa
Itália;11.538.990;33.707.111;2017;Vinhos de mesa
Japão;-;-;2017;Vinhos de mesa
Iugoslávia;-;-;2017;Vinhos de mesa
Líbano;12.737;93.480;2017;Vinhos de mesa
Luxemburgo;-;-;2017;Vinhos de mesa
Macedônia;-;-;2017;Vinhos de mesa
Marrocos;-;-;2017;Vinhos de mesa
México;-;-;2017;Vinhos de mesa
Moldávia;-;-;2017;Vinhos de mesa
Montenegro;-;-;2017;Vinhos de mesa
Noruega;5;27;2017;Vinhos de mesa
Nova Zelândia;31.379;248.412;2017;Vinhos de mesa
Países Baixos (Holanda);-;-;2017;Vinhos de mesa
Panamá;-;-;2017;Vinhos de mesa
Peru;-;-;2017;Vinhos de mesa
Porto Rico;-;-;2017;Vinhos de mesa
Portugal;17.345.709;45.032.247;2017;Vinhos de mesa
Reino Unido;16;1.033;2017;Vinhos de mesa
Republica Dominicana;-;-;2017;Vinhos de mesa
Romênia;18.509;52.150;2017;Vinhos de mesa
Rússia;-;-;2017;Vinhos de mesa
San Marino;-;-;2017;Vinhos de mesa
Sérvia;-;-;2017;Vinhos de mesa
Síria;398;269;2017;Vinhos de mesa
Suazilândia;-;-;2017;Vinhos de mesa
Suíça;138;2.873;2017;Vinhos de mesa
Tcheca, República;-;-;2017;Vinhos de mesa
Tunísia;-;-;2017;Vinhos de mesa
Turquia;-;-;2017;Vinhos de mesa
Ucrânia;865;931;2017;Vinhos de mesa
Uruguai;5.009.098;7.751.966;2017;Vinhos de mesa
Não consta na tabela;-;-;2017;Vinhos de mesa
Não declarados;-;-;2017;Vinhos de mesa
Outros;-;-;2017;Vinhos de mesa
Total;118.330.745;339.211.312;2017;Vinhos de mesa
Africa do Sul;4.913;23.919;2017;Espumantes
Alemanha;4.819;37.116;2017;Espumantes
Argentina;661.857;2.249.681;2017;Espumantes
Austrália;19.198;51.731;2017;Espumantes
Áustria;-;-;2017;Espumantes
Bermudas;-;-;2017;Espumantes
Bahamas;519;11.136;2017;Espumantes
Bélgica;923;50.574;2017;Espumantes
Brasil;6.166;180.512;2017;Espumantes
Bulgária;3;716;2017;Espumantes
Canada;-;-;2017;Espumantes
Chile;304.391;1.350.744;2017;Espumantes
Croácia;-;-;2017;Espumantes
Cuba;-;-;2017;Espumantes
Emirados Árabes Unidos;-;-;2017;Espumantes
Eslovênia;2.093;10.110;2017;Espumantes
Espanha;1.493.908;5.592.839;2017;Espumantes
Estados Unidos;8.408;226.792;2017;Espumantes
França;1.778.528;14.966.946;2017;Espumantes
Geórgia;-;-;2017;Espumantes
Granada;-;-;2017;Espumantes
Grécia;156;277;2017;Espumantes
Hong Kong;-;-;2017;Espumantes
Hungria;1.624;6.960;2017;Espumantes
Indonésia;-;-;2017;Espumantes
Irlanda;-;-;2017;Espumantes
Israel;-;-;2017;Espumantes
Itália;3.065.767;5.635.842;2017;Espumantes
Luxemburgo;-;-;2017;Espumantes
México;-;-;2017;Espumantes
Moldávia;-;-;2017;Espumantes
Nova Zelândia;-;-;2017;Espumantes
Países Baixos;-;-;2017;Espumantes
Panamá;-;-;2017;Espumantes
Peru;-;-;2017;Espumantes
Portugal;123.786;492.083;2017;Espumantes
Reino Unido;350;2.424;2017;Espumantes
Romênia;-;-;2017;Espumantes
Suíça;-;-;2017;Espumantes
Tunísia;-;-;2017;Espumantes
Ucrânia;-;-;2017;Espumantes
Uruguai;1.080;7.920;2017;Espumantes
Não consta na tabela;-;-;2017;Espumantes
Não declarados;-;-;2017;Espumantes
Outros;-;-;2017;Espumantes
Total;7.478.489;30.898.322;2017;Espumantes
Argélia;-;-;2017;Uvas frescas
Argentina;2.097.970;3.302.565;2017;Uvas frescas
Brasil;-;-;2017;Uvas frescas
Chile;18.510.455;29.248.621;2017;Uvas frescas
Colômbia;-;-;2017;Uvas frescas
Egito;-;-;2017;Uvas frescas
Espanha;243.947;403.978;2017;Uvas frescas
Estados Unidos;2.164;17.056;2017;Uvas frescas
Grécia;-;-;2017;Uvas frescas
Itália;788.663;1.442.078;2017;Uvas frescas
México;-;-;2017;Uvas frescas
Peru;2.553.897;4.729.591;2017;Uvas frescas
Paraguai;-;-;2017;Uvas frescas
Portugal;-;-;2017;Uvas frescas
Panamá;-;-;2017;Uvas frescas
Reino Unido;-;-;2017;Uvas frescas
Uruguai;-;-;2017;Uvas frescas
Venezuela;-;-;2017;Uvas frescas
Não consta na tabela;-;-;2017;Uvas frescas
Outros;-;-;2017;Uvas frescas
Total;24.197.096;39.143.889;2017;Uvas frescas
Afeganistão;-;-;2017;Uvas passas
África do Sul;370.500;942.442;2017;Uvas passas
Alemanha, República Democrática;-;-;2017;Uvas passas
Arábia Saudita;-;-;2017;Uvas passas
Argentina;19.742.996;34.422.405;2017;Uvas passas
Austrália;-;-;2017;Uvas passas
Bélgica;-;-;2017;Uvas passas
Chile;483.305;971.604;2017;Uvas passas
China;-;-;2017;Uvas passas
China Continental;53.000;65.028;2017;Uvas passas
Cingapura;-;-;2017;Uvas passas
Costa Rica;-;-;2017;Uvas passas
Emirados;-;-;2017;Uvas passas
Espanha;-;-;2017;Uvas passas
Estados Unidos;257.670;671.036;2017;Uvas passas
França;-;-;2017;Uvas passas
Grécia;1.950;4.287;2017;Uvas passas
Guiana Britânica;-;-;2017;Uvas passas
Índia;397.130;476.398;2017;Uvas passas
Irã;1.194.500;1.975.882;2017;Uvas passas
Itália;-;-;2017;Uvas passas
Japão;-;-;2017;Uvas passas
México;-;-;2017;Uvas passas
Países Baixos;-;-;2017;Uvas passas
Paraguai;-;-;2017;Uvas passas
Peru;10;10;2017;Uvas passas
Portugal;-;-;2017;Uvas passas
Reino Unido;66;1.494;2017;Uvas passas
Suécia;-;-;2017;Uvas passas
Turquia;2.834.805;4.001.169;2017;Uvas passas
Uruguai;-;-;2017;Uvas passas
Uzbequistão;-;-;2017;Uvas passas
Venezuela;-;-;2017;Uvas passas
Não consta na tabela;-;-;2017;Uvas passas
Outros;-;-;2017;Uvas passas
Total;25.335.932;43.531.755;2017;Uvas passas
Africa do Sul;22.029;17.551;2017;Suco de uva
Alemanha;-;-;2017;Suco de uva
Argentina;72.900;90.518;2017;Suco de uva
Austria;1.333;1.467;2017;Suco de uva
Canadá;-;-;2017;Suco de uva
Coreia do Sul, República;28.927;41.276;2017;Suco de uva
Coreia do Norte, República;-;-;2017;Suco de uva
Chile;-;-;2017;Suco de uva
China;2.475;2.098;2017;Suco de uva
Dinamarca;-;-;2017;Suco de uva
Espanha;-;-;2017;Suco de uva
Estados Unidos;32.691;40.554;2017;Suco de uva
França;-;-;2017;Suco de uva
Guiana;-;-;2017;Suco de uva
Israel;5.340;7.399;2017;Suco de uva
itália;1.161;4.254;2017;Suco de uva
Japão;-;-;2017;Suco de uva
Líbano;-;-;2017;Suco de uva
México;-;-;2017;Suco de uva
Países Baixos;-;-;2017;Suco de uva
Panamá;-;-;2017;Suco de uva
Peru;38.321;37.176;2017;Suco de uva
Portugal;4.500;5.576;2017;Suco de uva
Reino Unido;-;-;2017;Suco de uva
Taiwan;-;-;2017;Suco de uva
Turquia;27.816;19.461;2017;Suco de uva
Uruguai;-;-;2017;Suco de uva
Venezuela;-;-;2017;Suco de uva
Outros;-;-;2017;Suco de uva
Total;237.493;267.330;2017;Suco de uva
Africa do Sul;1.127.053;3.574.371;2018;Vinhos de mesa
Alemanha;142.971;516.975;2018;Vinhos de mesa
Argélia;-;-;2018;Vinhos de mesa
Arábia Saudita;563;3.249;2018;Vinhos de mesa
Argentina;15.221.318;52.817.642;2018;Vinhos de mesa
Armênia;-;-;2018;Vinhos de mesa
Austrália;3.518;21.664;2018;Vinhos de mesa
Áustria;513.995;1.567.866;2018;Vinhos de mesa
Bermudas;-;-;2018;Vinhos de mesa
Bélgica;163;1.201;2018;Vinhos de mesa
Bolívia;-;-;2018;Vinhos de mesa
Bósnia-Herzegovina;-;-;2018;Vinhos de mesa
Brasil;18.040;121.806;2018;Vinhos de mesa
Bulgária;16.166;17.550;2018;Vinhos de mesa
Canada;301;17.418;2018;Vinhos de mesa
Chile;51.104.825;144.731.210;2018;Vinhos de mesa
China;5;472;2018;Vinhos de mesa
Coreia do Sul, República;-;-;2018;Vinhos de mesa
Croácia;-;-;2018;Vinhos de mesa
Cuba;-;-;2018;Vinhos de mesa
Emirados Árabes Unidos;-;-;2018;Vinhos de mesa
Eslovênia;20.976;68.521;2018;Vinhos de mesa
Eslováquia;10.800;17.938;2018;Vinhos de mesa
Espanha;5.595.268;19.353.631;2018;Vinhos de mesa
Estados Unidos;548.655;2.584.781;2018;Vinhos de mesa
França;4.653.789;22.688.105;2018;Vinhos de mesa
Geórgia;8.164;20.416;2018;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;2018;Vinhos de mesa
Grécia;41.601;135.185;2018;Vinhos de mesa
Hong Kong;-;-;2018;Vinhos de mesa
Hungria;23.742;113.405;2018;Vinhos de mesa
Indonésia;36;210;2018;Vinhos de mesa
Irlanda;107;954;2018;Vinhos de mesa
Israel;40.354;182.017;2018;Vinhos de mesa
Itália;10.154.564;34.857.594;2018;Vinhos de mesa
Japão;-;-;2018;Vinhos de mesa
Iugoslávia;-;-;2018;Vinhos de mesa
Líbano;19.742;150.044;2018;Vinhos de mesa
Luxemburgo;5;42;2018;Vinhos de mesa
Macedônia;-;-;2018;Vinhos de mesa
Marrocos;-;-;2018;Vinhos de mesa
México;134;804;2018;Vinhos de mesa
Moldávia;-;-;2018;Vinhos de mesa
Montenegro;-;-;2018;Vinhos de mesa
Noruega;-;-;2018;Vinhos de mesa
Nova Zelândia;130.854;686.193;2018;Vinhos de mesa
Países Baixos (Holanda);283;8.719;2018;Vinhos de mesa
Panamá;-;-;2018;Vinhos de mesa
Peru;77;653;2018;Vinhos de mesa
Porto Rico;47;404;2018;Vinhos de mesa
Portugal;17.698.831;53.237.413;2018;Vinhos de mesa
Reino Unido;4.126;51.034;2018;Vinhos de mesa
Republica Dominicana;2;13;2018;Vinhos de mesa
Romênia;13.719;9.695;2018;Vinhos de mesa
Rússia;17.483;66.160;2018;Vinhos de mesa
San Marino;-;-;2018;Vinhos de mesa
Sérvia;-;-;2018;Vinhos de mesa
Síria;-;-;2018;Vinhos de mesa
Suazilândia;-;-;2018;Vinhos de mesa
Suíça;559;7.647;2018;Vinhos de mesa
Tcheca, República;-;-;2018;Vinhos de mesa
Tunísia;-;-;2018;Vinhos de mesa
Turquia;1.591;1.245;2018;Vinhos de mesa
Ucrânia;-;-;2018;Vinhos de mesa
Uruguai;2.836.574;8.467.846;2018;Vinhos de mesa
Não consta na tabela;-;-;2018;Vinhos de mesa
Não declarados;-;-;2018;Vinhos de mesa
Outros;-;-;2018;Vinhos de mesa
Total;109.971.001;346.102.093;2018;Vinhos de mesa
Africa do Sul;15.368;74.800;2018;Espumantes
Alemanha;18.376;82.273;2018;Espumantes
Argentina;706.478;2.462.909;2018;Espumantes
Austrália;57.917;212.199;2018;Espumantes
Áustria;1.228;11.638;2018;Espumantes
Bermudas;-;-;2018;Espumantes
Bahamas;169;2.283;2018;Espumantes
Bélgica;-;-;2018;Espumantes
Brasil;566.215;162.992;2018;Espumantes
Bulgária;-;-;2018;Espumantes
Canada;3.852;109.402;2018;Espumantes
Chile;316.293;1.312.445;2018;Espumantes
Croácia;-;-;2018;Espumantes
Cuba;-;-;2018;Espumantes
Emirados Árabes Unidos;-;-;2018;Espumantes
Eslovênia;1.800;8.860;2018;Espumantes
Espanha;1.515.106;5.707.839;2018;Espumantes
