cultivar;quantidade;ano;opcao;sem_definicao
Tinta Madeira;-;1992;Viníferas;-
Tintoria;-;1992;Viníferas;-
Trincdeira;-;1992;Viníferas;-
Trousseau;-;1992;Viníferas;-
Zinfandel;1.816.589;1992;Viníferas;-
Outras1;-;1992;Viníferas;-
BRANCAS E ROSADAS;53.561.836;1992;Viníferas;-
Aliatico;-;1992;Viníferas;-
Aligote;-;1992;Viníferas;-
Altesse;31.166;1992;Viníferas;-
Alvarinho;-;1992;Viníferas;-
Arriloba;-;1992;Viníferas;-
Auxerrois;640;1992;Viníferas;-
Burger;-;1992;Viníferas;-
Chardonnay;3.127.459;1992;Viníferas;-
Chasselas;135.893;1992;Viníferas;-
Chenin Blanc;383.916;1992;Viníferas;-
Clairette(1);-;1992;Viníferas;-
Colombard;89.500;1992;Viníferas;-
Flora;335.242;1992;Viníferas;-
Garganega;-;1992;Viníferas;-
Gewurztraminer;1.220.343;1992;Viníferas;-
Gouveio;-;1992;Viníferas;-
Gros Manseng;-;1992;Viníferas;-
Italia (Pirovano 65) (PE);-;1992;Viníferas;-
Maccabeo;-;1992;Viníferas;-
Malvasia;2.279.929;1992;Viníferas;-
Malvasia Amarela;-;1992;Viníferas;-
Malvasia Bianca;18.306;1992;Viníferas;-
Malvasia Chianti;-;1992;Viníferas;-
Malvasia Verde;10.510;1992;Viníferas;-
Malvasia di Candia;-;1992;Viníferas;-
Malvasia Istriana;-;1992;Viníferas;-
Mistura de uvas viníferas branco;-;1992;Viníferas;-
Mistura de uvas viníferas rosado;-;1992;Viníferas;-
Moscato Branco;19.854.192;1992;Viníferas;-
Moscato Canelli;-;1992;Viníferas;-
Moscato Giallo;-;1992;Viníferas;-
Moscato Nazareno;-;1992;Viníferas;-
Moscato Bianco R2;-;1992;Viníferas;-
Moscato de Alexandria;-;1992;Viníferas;-
Moscato Rosado;-;1992;Viníferas;-
Muscat à Petits Grains;-;1992;Viníferas;-
Muller Thurgau;26.382;1992;Viníferas;-
Muscadelle;4.425;1992;Viníferas;-
Ora;-;1992;Viníferas;-
Palomino;75.366;1992;Viníferas;-
Petit Manseng;-;1992;Viníferas;-
Peverella;830.149;1992;Viníferas;-
Pinot Blanc;356.714;1992;Viníferas;-
Pinot Gris;5.821;1992;Viníferas;-
Prosecco;249.335;1992;Viníferas;-
Red Veltliner;-;1992;Viníferas;-
Riesling Italico;7.351.738;1992;Viníferas;-
Riesling Renano;987.266;1992;Viníferas;-
Sauvignon Blanc(2);677.896;1992;Viníferas;-
Sauvignon Gris;-;1992;Viníferas;-
Seara Nova;17.061;1992;Viníferas;-
Semillon;4.049.116;1992;Viníferas;-
Schonburger;-;1992;Viníferas;-
Sylvaner;120.621;1992;Viníferas;-
Tocai Friulano;3.122;1992;Viníferas;-
Trebbiano;10.465.345;1992;Viníferas;-
Trebbiano Toscano;-;1992;Viníferas;-
Verdea;-;1992;Viníferas;-
Verdelho;-;1992;Viníferas;-
Verdiso;2.670;1992;Viníferas;-
Vermentino;29.997;1992;Viníferas;-
Vernaccia;821.716;1992;Viníferas;-
Viognier;-;1992;Viníferas;-
Outras(3);-;1992;Viníferas;-
Total;75.708.302;1992;Viníferas;-
TINTAS;263.373.326;1992;Americanas e híbridas;-
Bacarina;-;1992;Americanas e híbridas;-
Bailey;-;1992;Americanas e híbridas;-
Bordo;32.595.535;1992;Americanas e híbridas;-
Bourdin (S);-;1992;Americanas e híbridas;-
BRS Carmen;-;1992;Americanas e híbridas;-
BRS Cora;-;1992;Americanas e híbridas;-
BRS Magna;-;1992;Americanas e híbridas;-
BRS Margot;-;1992;Americanas e híbridas;-
BRS Morena;-;1992;Americanas e híbridas;-
BRS Rúbea;-;1992;Americanas e híbridas;-
BRS Violeta;-;1992;Americanas e híbridas;-
BRS Vitória;-;1992;Americanas e híbridas;-
Champagnon (Champanheta);-;1992;Americanas e híbridas;-
Coleções;-;1992;Americanas e híbridas;-
Concord;14.188.621;1992;Americanas e híbridas;-
Concord clone 30;-;1992;Americanas e híbridas;-
Couderc;6.545.413;1992;Americanas e híbridas;-
Cynthiana(1);321.747;1992;Americanas e híbridas;-
Herbemont;29.784.144;1992;Americanas e híbridas;-
IAC 138022;-;1992;Americanas e híbridas;-
Isabel;164.527.740;1992;Americanas e híbridas;-
Isabel Precoce;-;1992;Americanas e híbridas;-
Jacquez;1.586.195;1992;Americanas e híbridas;-
Kyoko;-;1992;Americanas e híbridas;-
Landot;1.472;1992;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1992;Americanas e híbridas;-
Oberlin;-;1992;Americanas e híbridas;-
Othello;37.109;1992;Americanas e híbridas;-
Paco;-;1992;Americanas e híbridas;-
Patricia;-;1992;Americanas e híbridas;-
Seibel;13.785.350;1992;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1992;Americanas e híbridas;-
Seyve Willard (Tinta);-;1992;Americanas e híbridas;-
Vênus;-;1992;Americanas e híbridas;-
BRANCAS E ROSADAS;19.198.967;1992;Americanas e híbridas;-
Baco;1.262;1992;Americanas e híbridas;-
Bokay;-;1992;Americanas e híbridas;-
BRS Clara;-;1992;Americanas e híbridas;-
BRS Lorena;-;1992;Americanas e híbridas;-
Couderc 13;3.007.751;1992;Americanas e híbridas;-
Delaware;-;1992;Americanas e híbridas;-
Dona Zillá;-;1992;Americanas e híbridas;-
Dut Chess;-;1992;Americanas e híbridas;-
Goethe;74.765;1992;Americanas e híbridas;-
IAC;-;1992;Americanas e híbridas;-
Juliana;-;1992;Americanas e híbridas;-
Martha;2.100;1992;Americanas e híbridas;-
Mistura de uvas americanas;-;1992;Americanas e híbridas;-
Moscato Embrapa;-;1992;Americanas e híbridas;-
Niagara;12.657.729;1992;Americanas e híbridas;-
Niagara Branca;-;1992;Americanas e híbridas;-
Niagara Rosada;388.417;1992;Americanas e híbridas;-
Poloske;-;1992;Americanas e híbridas;-
Seleções;-;1992;Americanas e híbridas;-
Seyve Villard;3.066.943;1992;Americanas e híbridas;-
Seyve Villard 5276;-;1992;Americanas e híbridas;-
Seyve Villard 12375;-;1992;Americanas e híbridas;-
Tardia de Caxias;-;1992;Americanas e híbridas;-
Outras(2);-;1992;Americanas e híbridas;-
Total;282.572.293;1992;Americanas e híbridas;-
TINTAS;94.021;1992;Uvas de mesa;-
Alphonse Lavallee;-;1992;Uvas de mesa;-
Moscato de Hamburgo;-;1992;Uvas de mesa;-
BRANCAS;-;1992;Uvas de mesa;-
Cardinal;-;1992;Uvas de mesa;-
Golden Queen;-;1992;Uvas de mesa;-
Patrícia;-;1992;Uvas de mesa;-
Perlona;-;1992;Uvas de mesa;-
Italia;-;1992;Uvas de mesa;-
Rubi (Itália, Itália Ro);-;1992;Uvas de mesa;-
Total;94.021;1992;Uvas de mesa;-
-;-;1992;Sem classificação;Sem classificação
-;0;1992;Sem classificação;Total
TINTAS;21.189.308;1993;Viníferas;-
Alicante Bouschet;54.266;1993;Viníferas;-
Ancelota;-;1993;Viníferas;-
Aramon;-;1993;Viníferas;-
Alfrocheiro;-;1993;Viníferas;-
Arinarnoa;-;1993;Viníferas;-
Aspirant Bouschet;-;1993;Viníferas;-
Barbera;999.104;1993;Viníferas;-
Bonarda;237.867;1993;Viníferas;-
Cabernet Franc;4.447.660;1993;Viníferas;-
Cabernet Sauvignon;4.918.761;1993;Viníferas;-
Caladoc;-;1993;Viníferas;-
Campanario;-;1993;Viníferas;-
Canaiolo;35.348;1993;Viníferas;-
Carignan;-;1993;Viníferas;-
Carmenere;3.393;1993;Viníferas;-
Castelão;-;1993;Viníferas;-
Corvina;-;1993;Viníferas;-
Croatina;-;1993;Viníferas;-
Cinsaut;17.745;1993;Viníferas;-
Dom Felder;-;1993;Viníferas;-
Dolcetto;-;1993;Viníferas;-
Durif;-;1993;Viníferas;-
Egiodola;-;1993;Viníferas;-
Ekigaina;-;1993;Viníferas;-
Festival (Sugraone);-;1993;Viníferas;-
Franconia;-;1993;Viníferas;-
Freisa;-;1993;Viníferas;-
Gamay St Romain;253.209;1993;Viníferas;-
Gamay Beaujolais;386.708;1993;Viníferas;-
Grand Noir;410;1993;Viníferas;-
Grenache;406;1993;Viníferas;-
Jaen;-;1993;Viníferas;-
Lagrein;-;1993;Viníferas;-
Lambrusco;2.985;1993;Viníferas;-
Malbec;63.531;1993;Viníferas;-
Marzemina;93.335;1993;Viníferas;-
Merlot;4.827.232;1993;Viníferas;-
Marselan;-;1993;Viníferas;-
Molinera;-;1993;Viníferas;-
Montepulciano;-;1993;Viníferas;-
Moscato Bailey;-;1993;Viníferas;-
Napa Gamay;283.550;1993;Viníferas;-
Nebbiolo;-;1993;Viníferas;-
Petit Verdot;-;1993;Viníferas;-
Petite Sirah;92.638;1993;Viníferas;-
Pinotage;286.349;1993;Viníferas;-
Pinot Noir;467.644;1993;Viníferas;-
Pinot Saint George;187.870;1993;Viníferas;-
Piriquita;-;1993;Viníferas;-
Rebo;-;1993;Viníferas;-
Refosco;-;1993;Viníferas;-
Rondinella;-;1993;Viníferas;-
Ruby Cabernet;2.119;1993;Viníferas;-
Sangiovese;34.344;1993;Viníferas;-
Sira (falsa);43.674;1993;Viníferas;-
Tannat;948.885;1993;Viníferas;-
Tempranillo;-;1993;Viníferas;-
Teroldego;-;1993;Viníferas;-
Torrontes;-;1993;Viníferas;-
Tinta Barroca;-;1993;Viníferas;-
Touriga Francesa;-;1993;Viníferas;-
Touriga Nacional;-;1993;Viníferas;-
Tinta Madeira;-;1993;Viníferas;-
Tintoria;-;1993;Viníferas;-
Trincdeira;-;1993;Viníferas;-
Trousseau;-;1993;Viníferas;-
Zinfandel;2.500.275;1993;Viníferas;-
Outras1;-;1993;Viníferas;-
BRANCAS E ROSADAS;53.106.956;1993;Viníferas;-
Aliatico;-;1993;Viníferas;-
Aligote;-;1993;Viníferas;-
Altesse;24.592;1993;Viníferas;-
Alvarinho;-;1993;Viníferas;-
Arriloba;-;1993;Viníferas;-
Auxerrois;-;1993;Viníferas;-
Burger;18.394;1993;Viníferas;-
Chardonnay;4.940.497;1993;Viníferas;-
Chasselas;171.949;1993;Viníferas;-
Chenin Blanc;515.270;1993;Viníferas;-
Clairette(1);-;1993;Viníferas;-
Colombard;128.370;1993;Viníferas;-
Flora;423.725;1993;Viníferas;-
Garganega;-;1993;Viníferas;-
Gewurztraminer;1.663.736;1993;Viníferas;-
Gouveio;-;1993;Viníferas;-
Gros Manseng;-;1993;Viníferas;-
Italia (Pirovano 65) (PE);-;1993;Viníferas;-
Maccabeo;-;1993;Viníferas;-
Malvasia;2.986.640;1993;Viníferas;-
Malvasia Amarela;-;1993;Viníferas;-
Malvasia Bianca;34.816;1993;Viníferas;-
Malvasia Chianti;-;1993;Viníferas;-
Malvasia Verde;-;1993;Viníferas;-
Malvasia di Candia;-;1993;Viníferas;-
Malvasia Istriana;-;1993;Viníferas;-
Mistura de uvas viníferas branco;-;1993;Viníferas;-
Mistura de uvas viníferas rosado;-;1993;Viníferas;-
Moscato Branco;15.255.972;1993;Viníferas;-
Moscato Canelli;-;1993;Viníferas;-
Moscato Giallo;-;1993;Viníferas;-
Moscato Nazareno;-;1993;Viníferas;-
Moscato Bianco R2;-;1993;Viníferas;-
Moscato de Alexandria;-;1993;Viníferas;-
Moscato Rosado;-;1993;Viníferas;-
Muscat à Petits Grains;-;1993;Viníferas;-
Muller Thurgau;31.497;1993;Viníferas;-
Muscadelle;5.430;1993;Viníferas;-
Ora;-;1993;Viníferas;-
Palomino;107.812;1993;Viníferas;-
Petit Manseng;-;1993;Viníferas;-
Peverella;1.002.158;1993;Viníferas;-
Pinot Blanc;496.546;1993;Viníferas;-
Pinot Gris;4.054;1993;Viníferas;-
Prosecco;319.841;1993;Viníferas;-
Red Veltliner;-;1993;Viníferas;-
Riesling Italico;7.711.434;1993;Viníferas;-
Riesling Renano;1.388.349;1993;Viníferas;-
Sauvignon Blanc(2);1.108.383;1993;Viníferas;-
Sauvignon Gris;-;1993;Viníferas;-
Seara Nova;17.691;1993;Viníferas;-
Semillon;4.720.136;1993;Viníferas;-
Schonburger;-;1993;Viníferas;-
Sylvaner;142.734;1993;Viníferas;-
Tocai Friulano;8.198;1993;Viníferas;-
Trebbiano;8.890.736;1993;Viníferas;-
Trebbiano Toscano;-;1993;Viníferas;-
Verdea;-;1993;Viníferas;-
Verdelho;-;1993;Viníferas;-
Verdiso;-;1993;Viníferas;-
Vermentino;31.240;1993;Viníferas;-
Vernaccia;940.415;1993;Viníferas;-
Viognier;-;1993;Viníferas;-
Outras(3);16.341;1993;Viníferas;-
Total;74.296.264;1993;Viníferas;-
TINTAS;258.584.904;1993;Americanas e híbridas;-
Bacarina;-;1993;Americanas e híbridas;-
Bailey;-;1993;Americanas e híbridas;-
Bordo;31.680.138;1993;Americanas e híbridas;-
Bourdin (S);-;1993;Americanas e híbridas;-
BRS Carmen;-;1993;Americanas e híbridas;-
BRS Cora;-;1993;Americanas e híbridas;-
BRS Magna;-;1993;Americanas e híbridas;-
BRS Margot;-;1993;Americanas e híbridas;-
BRS Morena;-;1993;Americanas e híbridas;-
BRS Rúbea;-;1993;Americanas e híbridas;-
BRS Violeta;-;1993;Americanas e híbridas;-
BRS Vitória;-;1993;Americanas e híbridas;-
Champagnon (Champanheta);-;1993;Americanas e híbridas;-
Coleções;-;1993;Americanas e híbridas;-
Concord;19.215.089;1993;Americanas e híbridas;-
Concord clone 30;-;1993;Americanas e híbridas;-
Couderc;7.880.808;1993;Americanas e híbridas;-
Cynthiana(1);394.647;1993;Americanas e híbridas;-
Herbemont;25.696.041;1993;Americanas e híbridas;-
IAC 138022;-;1993;Americanas e híbridas;-
Isabel;160.040.350;1993;Americanas e híbridas;-
Isabel Precoce;-;1993;Americanas e híbridas;-
Jacquez;1.511.782;1993;Americanas e híbridas;-
Kyoko;-;1993;Americanas e híbridas;-
Landot;575;1993;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1993;Americanas e híbridas;-
Oberlin;-;1993;Americanas e híbridas;-
Othello;65.870;1993;Americanas e híbridas;-
Paco;-;1993;Americanas e híbridas;-
Patricia;-;1993;Americanas e híbridas;-
Seibel;12.099.604;1993;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1993;Americanas e híbridas;-
Seyve Willard (Tinta);-;1993;Americanas e híbridas;-
Vênus;-;1993;Americanas e híbridas;-
BRANCAS E ROSADAS;28.443.405;1993;Americanas e híbridas;-
Baco;-;1993;Americanas e híbridas;-
Bokay;-;1993;Americanas e híbridas;-
BRS Clara;-;1993;Americanas e híbridas;-
BRS Lorena;-;1993;Americanas e híbridas;-
Couderc 13;2.841.307;1993;Americanas e híbridas;-
Delaware;-;1993;Americanas e híbridas;-
Dona Zillá;-;1993;Americanas e híbridas;-
Dut Chess;-;1993;Americanas e híbridas;-
Goethe;76.160;1993;Americanas e híbridas;-
IAC;-;1993;Americanas e híbridas;-
Juliana;-;1993;Americanas e híbridas;-
Martha;-;1993;Americanas e híbridas;-
Mistura de uvas americanas;-;1993;Americanas e híbridas;-
Moscato Embrapa;-;1993;Americanas e híbridas;-
Niagara;21.246.181;1993;Americanas e híbridas;-
Niagara Branca;-;1993;Americanas e híbridas;-
Niagara Rosada;919.565;1993;Americanas e híbridas;-
Poloske;-;1993;Americanas e híbridas;-
Seleções;-;1993;Americanas e híbridas;-
Seyve Villard;3.360.192;1993;Americanas e híbridas;-
Seyve Villard 5276;-;1993;Americanas e híbridas;-
Seyve Villard 12375;-;1993;Americanas e híbridas;-
Tardia de Caxias;-;1993;Americanas e híbridas;-
Outras(2);-;1993;Americanas e híbridas;-
Total;287.028.309;1993;Americanas e híbridas;-
TINTAS;-;1993;Uvas de mesa;-
Alphonse Lavallee;-;1993;Uvas de mesa;-
Moscato de Hamburgo;-;1993;Uvas de mesa;-
BRANCAS;-;1993;Uvas de mesa;-
Cardinal;-;1993;Uvas de mesa;-
Golden Queen;-;1993;Uvas de mesa;-
Patrícia;-;1993;Uvas de mesa;-
Perlona;-;1993;Uvas de mesa;-
Italia;-;1993;Uvas de mesa;-
Rubi (Itália, Itália Ro);-;1993;Uvas de mesa;-
Total;0;1993;Uvas de mesa;-
-;-;1993;Sem classificação;Sem classificação
-;0;1993;Sem classificação;Total
TINTAS;24.444.665;1994;Viníferas;-
Alicante Bouschet;6.525;1994;Viníferas;-
Ancelota;-;1994;Viníferas;-
Aramon;-;1994;Viníferas;-
Alfrocheiro;-;1994;Viníferas;-
Arinarnoa;-;1994;Viníferas;-
Aspirant Bouschet;-;1994;Viníferas;-
Barbera;978.852;1994;Viníferas;-
Bonarda;282.711;1994;Viníferas;-
Cabernet Franc;4.788.430;1994;Viníferas;-
Cabernet Sauvignon;5.219.793;1994;Viníferas;-
Caladoc;-;1994;Viníferas;-
Campanario;-;1994;Viníferas;-
Canaiolo;29.646;1994;Viníferas;-
Carignan;15.582;1994;Viníferas;-
Carmenere;1.748;1994;Viníferas;-
Castelão;-;1994;Viníferas;-
Corvina;-;1994;Viníferas;-
Croatina;-;1994;Viníferas;-
Cinsaut;18.060;1994;Viníferas;-
Dom Felder;-;1994;Viníferas;-
Dolcetto;-;1994;Viníferas;-
Durif;-;1994;Viníferas;-
Egiodola;-;1994;Viníferas;-
Ekigaina;-;1994;Viníferas;-
Festival (Sugraone);-;1994;Viníferas;-
Franconia;-;1994;Viníferas;-
Freisa;-;1994;Viníferas;-
Gamay St Romain;137.064;1994;Viníferas;-
Gamay Beaujolais;506.944;1994;Viníferas;-
Grand Noir;420;1994;Viníferas;-
Grenache;-;1994;Viníferas;-
Jaen;-;1994;Viníferas;-
Lagrein;-;1994;Viníferas;-
Lambrusco;67.420;1994;Viníferas;-
Malbec;85.941;1994;Viníferas;-
Marzemina;84.677;1994;Viníferas;-
Merlot;5.881.174;1994;Viníferas;-
Marselan;-;1994;Viníferas;-
Molinera;-;1994;Viníferas;-
Montepulciano;-;1994;Viníferas;-
Moscato Bailey;-;1994;Viníferas;-
Napa Gamay;258.640;1994;Viníferas;-
Nebbiolo;-;1994;Viníferas;-
Petit Verdot;-;1994;Viníferas;-
Petite Sirah;117.771;1994;Viníferas;-
Pinotage;409.495;1994;Viníferas;-
Pinot Noir;573.840;1994;Viníferas;-
Pinot Saint George;199.540;1994;Viníferas;-
Piriquita;-;1994;Viníferas;-
Rebo;-;1994;Viníferas;-
Refosco;-;1994;Viníferas;-
Rondinella;-;1994;Viníferas;-
Ruby Cabernet;5.813;1994;Viníferas;-
Sangiovese;99.024;1994;Viníferas;-
Sira (falsa);4.781;1994;Viníferas;-
Tannat;2.153.279;1994;Viníferas;-
Tempranillo;-;1994;Viníferas;-
Teroldego;-;1994;Viníferas;-
Torrontes;-;1994;Viníferas;-
Tinta Barroca;-;1994;Viníferas;-
Touriga Francesa;-;1994;Viníferas;-
Touriga Nacional;-;1994;Viníferas;-
Tinta Madeira;-;1994;Viníferas;-
Tintoria;-;1994;Viníferas;-
Trincdeira;-;1994;Viníferas;-
Trousseau;-;1994;Viníferas;-
Zinfandel;2.517.495;1994;Viníferas;-
Outras1;-;1994;Viníferas;-
BRANCAS E ROSADAS;52.888.752;1994;Viníferas;-
Aliatico;-;1994;Viníferas;-
Aligote;-;1994;Viníferas;-
Altesse;28.012;1994;Viníferas;-
Alvarinho;-;1994;Viníferas;-
Arriloba;-;1994;Viníferas;-
Auxerrois;-;1994;Viníferas;-
Burger;12.215;1994;Viníferas;-
Chardonnay;6.118.355;1994;Viníferas;-
Chasselas;113.748;1994;Viníferas;-
Chenin Blanc;461.153;1994;Viníferas;-
Clairette(1);5.228;1994;Viníferas;-
Colombard;117.660;1994;Viníferas;-
Flora;345.158;1994;Viníferas;-
Garganega;-;1994;Viníferas;-
Gewurztraminer;1.206.405;1994;Viníferas;-
Gouveio;-;1994;Viníferas;-
Gros Manseng;-;1994;Viníferas;-
Italia (Pirovano 65) (PE);-;1994;Viníferas;-
Maccabeo;-;1994;Viníferas;-
Malvasia;2.786.463;1994;Viníferas;-
Malvasia Amarela;27.040;1994;Viníferas;-
Malvasia Bianca;-;1994;Viníferas;-
Malvasia Chianti;-;1994;Viníferas;-
Malvasia Verde;65.144;1994;Viníferas;-
Malvasia di Candia;-;1994;Viníferas;-
Malvasia Istriana;-;1994;Viníferas;-
Mistura de uvas viníferas branco;-;1994;Viníferas;-
Mistura de uvas viníferas rosado;-;1994;Viníferas;-
Moscato Branco;14.611.629;1994;Viníferas;-
Moscato Canelli;-;1994;Viníferas;-
Moscato Giallo;-;1994;Viníferas;-
Moscato Nazareno;-;1994;Viníferas;-
Moscato Bianco R2;-;1994;Viníferas;-
Moscato de Alexandria;-;1994;Viníferas;-
Moscato Rosado;-;1994;Viníferas;-
Muscat à Petits Grains;-;1994;Viníferas;-
Muller Thurgau;40.535;1994;Viníferas;-
Muscadelle;4.215;1994;Viníferas;-
Ora;-;1994;Viníferas;-
Palomino;16.137;1994;Viníferas;-
Petit Manseng;-;1994;Viníferas;-
Peverella;1.590.524;1994;Viníferas;-
Pinot Blanc;563.207;1994;Viníferas;-
Pinot Gris;4.091;1994;Viníferas;-
Prosecco;358.042;1994;Viníferas;-
Red Veltliner;5.917;1994;Viníferas;-
Riesling Italico;8.114.641;1994;Viníferas;-
Riesling Renano;480.873;1994;Viníferas;-
Sauvignon Blanc(2);1.061.444;1994;Viníferas;-
Sauvignon Gris;-;1994;Viníferas;-
Seara Nova;53.320;1994;Viníferas;-
Semillon;4.777.683;1994;Viníferas;-
Schonburger;-;1994;Viníferas;-
Sylvaner;134.300;1994;Viníferas;-
Tocai Friulano;7.904;1994;Viníferas;-
Trebbiano;8.807.970;1994;Viníferas;-
Trebbiano Toscano;-;1994;Viníferas;-
Verdea;24.667;1994;Viníferas;-
Verdelho;-;1994;Viníferas;-
Verdiso;-;1994;Viníferas;-
Vermentino;28.165;1994;Viníferas;-
Vernaccia;898.589;1994;Viníferas;-
Viognier;-;1994;Viníferas;-
Outras(3);18.318;1994;Viníferas;-
Total;77.333.417;1994;Viníferas;-
TINTAS;298.954.232;1994;Americanas e híbridas;-
Bacarina;-;1994;Americanas e híbridas;-
Bailey;-;1994;Americanas e híbridas;-
Bordo;35.680.856;1994;Americanas e híbridas;-
Bourdin (S);78.952;1994;Americanas e híbridas;-
BRS Carmen;-;1994;Americanas e híbridas;-
BRS Cora;-;1994;Americanas e híbridas;-
BRS Magna;-;1994;Americanas e híbridas;-
BRS Margot;-;1994;Americanas e híbridas;-
BRS Morena;-;1994;Americanas e híbridas;-
BRS Rúbea;-;1994;Americanas e híbridas;-
BRS Violeta;-;1994;Americanas e híbridas;-
BRS Vitória;-;1994;Americanas e híbridas;-
Champagnon (Champanheta);-;1994;Americanas e híbridas;-
Coleções;-;1994;Americanas e híbridas;-
Concord;21.325.339;1994;Americanas e híbridas;-
Concord clone 30;-;1994;Americanas e híbridas;-
Couderc;10.306.977;1994;Americanas e híbridas;-
Cynthiana(1);304.456;1994;Americanas e híbridas;-
Herbemont;29.001.540;1994;Americanas e híbridas;-
IAC 138022;508.580;1994;Americanas e híbridas;-
Isabel;176.725.596;1994;Americanas e híbridas;-
Isabel Precoce;-;1994;Americanas e híbridas;-
Jacquez;4.133.466;1994;Americanas e híbridas;-
Kyoko;-;1994;Americanas e híbridas;-
Landot;1.760;1994;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1994;Americanas e híbridas;-
Oberlin;62;1994;Americanas e híbridas;-
Othello;70.019;1994;Americanas e híbridas;-
Paco;-;1994;Americanas e híbridas;-
Patricia;-;1994;Americanas e híbridas;-
Seibel;20.816.629;1994;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1994;Americanas e híbridas;-
Seyve Willard (Tinta);-;1994;Americanas e híbridas;-
Vênus;-;1994;Americanas e híbridas;-
BRANCAS E ROSADAS;29.216.963;1994;Americanas e híbridas;-
Baco;1.952;1994;Americanas e híbridas;-
Bokay;-;1994;Americanas e híbridas;-
BRS Clara;-;1994;Americanas e híbridas;-
BRS Lorena;-;1994;Americanas e híbridas;-
Couderc 13;2.341.773;1994;Americanas e híbridas;-
Delaware;-;1994;Americanas e híbridas;-
Dona Zillá;-;1994;Americanas e híbridas;-
Dut Chess;-;1994;Americanas e híbridas;-
Goethe;361.587;1994;Americanas e híbridas;-
IAC;-;1994;Americanas e híbridas;-
Juliana;-;1994;Americanas e híbridas;-
Martha;-;1994;Americanas e híbridas;-
Mistura de uvas americanas;-;1994;Americanas e híbridas;-
Moscato Embrapa;-;1994;Americanas e híbridas;-
Niagara;21.892.480;1994;Americanas e híbridas;-
Niagara Branca;94.323;1994;Americanas e híbridas;-
Niagara Rosada;1.552.087;1994;Americanas e híbridas;-
Poloske;-;1994;Americanas e híbridas;-
Seleções;-;1994;Americanas e híbridas;-
Seyve Villard;2.818.418;1994;Americanas e híbridas;-
Seyve Villard 5276;-;1994;Americanas e híbridas;-
Seyve Villard 12375;154.343;1994;Americanas e híbridas;-
Tardia de Caxias;-;1994;Americanas e híbridas;-
Outras(2);-;1994;Americanas e híbridas;-
Total;328.171.195;1994;Americanas e híbridas;-
TINTAS;3.852.587;1994;Uvas de mesa;-
Alphonse Lavallee;-;1994;Uvas de mesa;-
Moscato de Hamburgo;-;1994;Uvas de mesa;-
BRANCAS;-;1994;Uvas de mesa;-
Cardinal;-;1994;Uvas de mesa;-
Golden Queen;-;1994;Uvas de mesa;-
Patrícia;-;1994;Uvas de mesa;-
Perlona;-;1994;Uvas de mesa;-
Italia;-;1994;Uvas de mesa;-
Rubi (Itália, Itália Ro);-;1994;Uvas de mesa;-
Total;3.852.587;1994;Uvas de mesa;-
-;-;1994;Sem classificação;Sem classificação
-;0;1994;Sem classificação;Total
TINTAS;19.451.024;1995;Viníferas;-
Alicante Bouschet;66.194;1995;Viníferas;-
Ancelota;-;1995;Viníferas;-
Aramon;-;1995;Viníferas;-
Alfrocheiro;-;1995;Viníferas;-
Arinarnoa;-;1995;Viníferas;-
Aspirant Bouschet;-;1995;Viníferas;-
Barbera;559.435;1995;Viníferas;-
Bonarda;139.404;1995;Viníferas;-
Cabernet Franc;4.284.749;1995;Viníferas;-
Cabernet Sauvignon;4.169.965;1995;Viníferas;-
Caladoc;-;1995;Viníferas;-
Campanario;-;1995;Viníferas;-
Canaiolo;16.364;1995;Viníferas;-
Carignan;5.784;1995;Viníferas;-
Carmenere;10.722;1995;Viníferas;-
Castelão;-;1995;Viníferas;-
Corvina;-;1995;Viníferas;-
Croatina;-;1995;Viníferas;-
Cinsaut;9.500;1995;Viníferas;-
Dom Felder;-;1995;Viníferas;-
Dolcetto;-;1995;Viníferas;-
Durif;-;1995;Viníferas;-
Egiodola;-;1995;Viníferas;-
Ekigaina;-;1995;Viníferas;-
Festival (Sugraone);-;1995;Viníferas;-
Franconia;-;1995;Viníferas;-
Freisa;-;1995;Viníferas;-
Gamay St Romain;20.523;1995;Viníferas;-
Gamay Beaujolais;548.553;1995;Viníferas;-
Grand Noir;440;1995;Viníferas;-
Grenache;-;1995;Viníferas;-
Jaen;-;1995;Viníferas;-
Lagrein;-;1995;Viníferas;-
Lambrusco;14.287;1995;Viníferas;-
Malbec;58.659;1995;Viníferas;-
Marzemina;55.191;1995;Viníferas;-
Merlot;4.320.777;1995;Viníferas;-
Marselan;-;1995;Viníferas;-
Molinera;-;1995;Viníferas;-
Montepulciano;-;1995;Viníferas;-
Moscato Bailey;-;1995;Viníferas;-
Napa Gamay;254.730;1995;Viníferas;-
Nebbiolo;16.293;1995;Viníferas;-
Petit Verdot;-;1995;Viníferas;-
Petite Sirah;112.839;1995;Viníferas;-
Pinotage;367.315;1995;Viníferas;-
Pinot Noir;505.493;1995;Viníferas;-
Pinot Saint George;189.480;1995;Viníferas;-
Piriquita;-;1995;Viníferas;-
Rebo;-;1995;Viníferas;-
